XIST	EIF1AY	KDM5D	UTY	DDX3Y	RPS4Y1	sex
33	1764	4109	1232	5022	21659	male
26	1941	13709	1455	23362	16287	male
45	1703	10526	2152	13635	19903	male
13	3277	3649	750	5157	10187	male
4	861	2544	1383	2410	5277	male
13	1349	3433	1794	8684	36103	male
16	1557	9722	1351	10151	11756	male
4	2172	2236	706	3159	29746	male
27	3013	13017	1480	9165	24547	male
19	676	4359	746	2467	15777	male
11	771	1569	426	1122	9314	male
61	2425	8076	1198	11108	17274	male
55	2301	8544	1296	12264	16365	male
22	2756	3576	599	6767	31460	male
14	1232	6162	1247	4791	10263	male
59	2016	10178	1365	11558	14704	male
11	1683	7089	1379	5402	8234	male
500	1135	3881	932	9572	4540	male
47	4496	2913	1148	4130	15682	male
22	876	1829	1041	1662	6376	male
12	1266	2744	1147	4915	23043	male
26	2705	15664	2457	8547	16566	male
12	1023	7174	2582	6126	17229	male
10	2551	3245	998	2984	7921	male
54	1621	10619	2225	7462	23754	male
66	884	5218	1400	4227	22407	male
5	783	2429	852	805	10157	male
23	1954	2546	1088	6623	27370	male
5	1619	7266	991	4216	8598	male
49	8915	2990	638	3034	6241	male
7	949	5052	1012	3310	5569	male
22	1615	5622	1365	7331	10163	male
9	1040	5994	1180	6222	9417	male
8	622	4335	868	2666	10336	male
36	1085	3499	1096	3272	9482	male
27	3183	3291	528	4935	37666	male
519	2181	8751	2230	12649	10875	male
7	891	2023	802	2984	4445	male
26	775	5482	1780	6074	16184	male
0	2099	1701	664	2016	4783	male
14	405	1476	720	834	3549	male
9	2207	3865	1842	9222	37102	male
8	1789	4628	1310	4557	8380	male
5	1123	2918	810	3018	7711	male
4	1003	3541	754	3162	6695	male
97	1876	10228	1585	11335	12554	male
43	2318	5643	791	4131	5630	male
15	2395	5938	1319	5377	8304	male
25	1483	6196	1758	3967	15963	male
20	787	5491	1289	6158	8423	male
12	576	1651	686	2677	4384	male
17	721	10040	1771	9318	11234	male
55	1168	4732	1038	4874	13055	male
34	1967	6972	1319	8079	18741	male
19	1479	5847	1896	9852	18177	male
11	672	3630	1152	4392	7756	male
26	804	4502	2210	6127	15411	male
27	1042	3562	848	4554	7154	male
1056	1	7	4	13	24	female
34006	3	9	2	6	26	female
11422	0	7	0	9	10	female
9371	0	2	1	8	14	female
8275	0	2	2	6	10	female
9743	2	14	0	12	8	female
18626	6	22	4	26	49	female
15827	2	12	2	5	22	female
9379	12	23	6	14	33	female
26922	4	13	2	5	8	female
31927	9	29	12	21	45	female
5103	3	13	6	13	22	female
10169	4	10	3	12	24	female
1010	0	9	4	12	21	female
27706	2	2	0	6	28	female
17893	2	15	0	10	20	female
23294	9	4	2	7	2	female
12365	0	12	2	4	0	female
48989	8	8	0	6	12	female
24419	2	7	2	10	6	female
10663	2	4	0	0	12	female
31306	0	8	1	22	15	female
12457	0	5	4	4	8	female
18599	6	11	0	12	16	female
11231	9	4	1	14	22	female
34777	8	18	0	36	24	female
934	0	0	2	3	4	female
1408	2	6	0	2	8	female
5869	4	2	2	0	14	female
9324	0	2	4	5	13	female
9777	1	9	1	5	16	female
28465	3	6	2	12	11	female
11078	2	12	0	10	30	female
13138	2	12	2	6	20	female
1327	9	17	6	28	40	female
18047	0	5	2	4	6	female
9510	0	8	2	2	6	female
3470	2	8	0	2	17	female
13399	0	7	0	7	8	female
3677	4	28	4	10	45	female
13057	3	32	4	28	56	female
8226	10	21	2	20	51	female
8552	1	6	0	8	10	female
25176	10	39	10	42	101	female
20317	6	23	0	13	37	female
10418	2	2	6	7	2	female
30	1380	2082	945	4677	17631	male
11	2070	10096	1526	7280	13500	male
13	1318	6599	1734	5584	13450	male
5	1549	7297	1624	5733	12545	male
14	2522	4975	897	5037	8391	male
27	2540	6001	1399	7761	11829	male
13	1205	5730	878	5109	10902	male
22	1850	6518	1281	6905	10294	male
35	3071	8484	2058	11070	17508	male
29	649	3143	567	1509	12105	male
228	1061	2570	631	9497	4344	male
12	790	3941	1238	3566	7616	male
15	3278	3730	1905	3539	11122	male
7	1201	3238	1270	6233	28239	male
10	1317	5044	2630	5758	22615	male
30	1239	6419	2843	7461	14590	male
25	2572	10735	1916	10970	15426	male
12	2937	4053	1851	3511	11086	male
8	753	6529	894	4132	9911	male
21	681	886	125	686	1304	male
29	1947	9128	3802	18083	19748	male
75	1889	10214	1649	8658	15506	male
43	1289	8877	1267	7441	12146	male
41	1117	6010	1029	6398	12162	male
14	2070	3580	1578	8406	28504	male
201	1180	4988	1014	6772	4986	male
50	1308	7831	2224	6287	14236	male
15	1828	12153	2724	12649	15093	male
18	933	10996	1383	9227	11862	male
17	4427	5109	1056	10621	7310	male
26	1839	13354	2187	13315	24068	male
18	4971	4565	2061	4909	11872	male
19	1647	4779	3060	6738	16008	male
12	2219	4365	1844	9082	30212	male
12	505	1494	290	3105	2074	male
31155	0	2	0	12	29	female
1274	0	9	1	4	10	female
3243	0	2	2	0	4	female
34323	10	31	2	39	47	female
15478	7	10	0	8	19	female
34645	3	9	0	11	10	female
13471	5	16	2	13	13	female
9720	2	2	7	6	10	female
40624	2	13	2	4	12	female
16488	2	2	3	0	14	female
15486	3	6	0	15	12	female
26150	0	5	4	9	8	female
23075	0	12	3	7	20	female
8104	0	4	2	6	8	female
6989	6	7	2	8	4	female
12193	12	27	2	12	51	female
3058	2	6	0	8	7	female
8720	4	25	4	23	32	female
2873	3	17	8	13	65	female
24810	6	13	4	5	12	female
18	1291	3168	1482	7666	35196	male
5	1330	4459	1070	4037	10920	male
3	574	4706	883	2505	14682	male
11	908	3548	1579	2903	9629	male
6	636	6283	1029	3701	9139	male
69	2163	12991	1838	14475	20170	male
16	3059	3908	871	3816	10547	male
13	2277	10642	1494	8221	12606	male
24	3900	4447	2207	5464	13857	male
8	1581	9224	1296	6209	13183	male
17	1635	4523	2106	9087	46342	male
11	1544	10067	2227	8257	14680	male
12	1964	2237	509	3351	8290	male
18	1472	6831	2715	11463	19551	male
10	1374	4020	990	4927	10165	male
12	506	4874	831	1853	10157	male
8	1224	6871	1021	9103	11977	male
13	1151	4813	1532	5484	11481	male
24	1020	7823	830	4315	8157	male
15	1354	3140	1490	6313	32188	male
6	1829	17735	1046	8805	8524	male
9	577	10607	1225	7281	6602	male
8	875	13628	1685	7694	9491	male
4	954	8501	1248	5879	11352	male
2	722	5231	1570	4195	6470	male
6	856	4398	1229	6461	10187	male
26	561	3529	985	4458	8630	male
11	1252	5251	1256	6494	9999	male
12	2884	5361	1000	4926	12428	male
77	794	8650	1546	6043	6674	male
32690	0	6	2	8	26	female
16882	0	5	2	8	9	female
2922	4	13	2	8	18	female
10023	2	8	2	2	13	female
30473	0	2	2	2	6	female
8	973	671	456	1134	2511	male
20	1518	2995	1326	6022	25540	male
14	1112	9206	1216	7213	8085	male
10	1151	7143	1451	4856	8791	male
169	1305	10670	1517	5896	10354	male
17	424	4601	1266	5005	9141	male
13	829	3954	1561	4819	6390	male
114	1960	8592	1242	11165	14150	male
15	1177	5275	910	7816	6640	male
4	591	3808	813	2842	7749	male
3	1380	6518	1630	5137	9989	male
9	1211	12346	1246	5799	9080	male
26	785	3382	953	6350	10287	male
293	912	3681	929	8495	3609	male
9	563	4787	2381	3962	7568	male
9	1645	1919	780	2734	3473	male
6	1915	8975	1659	9586	13115	male
8	1282	8919	1781	8124	14028	male
40	1293	9218	2211	7724	13416	male
932	0	2	2	4	7	female
37811	1	2	2	9	28	female
27561	0	13	0	17	20	female
7359	6	5	0	12	20	female
20502	2	8	5	3	16	female
31773	0	3	0	10	14	female
55309	0	10	2	5	7	female
10477	2	14	2	13	18	female
15737	0	4	3	3	21	female
6872	12	26	8	17	52	female
7568	2	23	4	22	27	female
19218	2	6	0	4	4	female
21341	5	13	8	27	58	female
27460	12	72	32	86	235	female
30	1347	4418	1958	8009	37167	male
13	716	2699	465	1975	4225	male
8	686	4790	773	6085	7295	male
4	691	3758	785	2023	2527	male
6	970	3009	561	2541	3534	male
6	637	4017	1652	4014	9024	male
4	1127	7323	1579	6495	10051	male
281	1352	7659	2216	6606	11526	male
24	2110	9781	1746	9066	13063	male
12	2787	2249	997	2211	7930	male
12	1536	6181	1927	5635	14851	male
20	934	4812	1292	4677	10392	male
34	3340	7630	1658	7342	9701	male
25	1606	13261	2479	14494	27555	male
25	898	5558	754	4970	6288	male
2	335	1468	263	1567	3669	male
18	668	4727	997	4187	11228	male
7	614	2837	725	2208	3134	male
12	1179	7218	1615	7282	4628	male
160	6	13	2	11	16	female
29839	0	2	2	12	55	female
22833	10	10	3	10	24	female
14999	4	10	2	5	10	female
8831	0	10	0	7	13	female
12734	4	9	2	8	13	female
23495	1	6	0	10	6	female
13905	0	16	4	24	34	female
1354	4	5	0	9	8	female
13447	4	6	4	10	6	female
17169	0	10	1	8	4	female
14605	0	4	0	4	10	female
10390	2	15	4	16	22	female
36412	10	31	10	20	51	female
4057	2	0	0	16	8	female
12546	2	3	2	3	16	female
11439	2	9	0	4	8	female
14489	111	779	114	556	1316	female
20822	6	27	4	26	15	female
391	0	10	2	13	3	female
45602	0	3	0	6	34	female
26270	0	7	3	11	15	female
30685	3	12	2	9	6	female
6504	0	11	0	10	10	female
5	860	1598	945	1438	6803	male
134	1844	2820	1251	6604	27352	male
39	1125	12902	1973	10797	13048	male
18	1369	6662	1689	5307	10617	male
0	506	3635	930	4997	9148	male
330	1224	5997	1132	10475	5006	male
92	4194	7567	2515	10495	57569	male
21	2048	5639	1284	8720	19705	male
30	3453	7455	1295	10335	25851	male
14	1128	10379	1163	5299	6216	male
20	1466	9435	1114	10182	10655	male
14	1769	7878	994	10288	11028	male
43	3167	2643	1054	3140	9123	male
28	1669	9950	1993	10803	18829	male
2503	9	24	14	24	55	female
27861	4	6	3	11	32	female
16382	0	0	0	2	5	female
38483	2	7	1	0	14	female
90477	2	8	6	9	22	female
53069	0	21	2	8	13	female
19485	0	3	6	2	10	female
33607	2	18	0	6	12	female
17256	0	6	2	0	4	female
70313	2	9	1	5	12	female
45796	1	5	4	10	10	female
21006	2	2	0	13	10	female
14929	8	20	2	46	40	female
28289	2	2	0	0	6	female
40664	1	6	0	5	6	female
32373	0	6	0	9	15	female
24517	3	6	3	4	18	female
12028	4	3	0	4	2	female
21671	1	2	0	9	23	female
21462	2	23	10	6	50	female
20444	0	1	5	4	12	female
30556	0	8	2	16	21	female
17872	0	8	1	11	21	female
569	0	8	0	13	17	female
34036	4	16	6	32	93	female
3054	1	6	2	17	17	female
2071	204	813	170	772	1082	female
687	0	2	2	1	15	female
5453	4	10	10	26	23	female
3605	0	11	4	8	15	female
1918	3	8	2	10	7	female
9880	1	13	2	12	26	female
11111	0	0	0	2	2	female
4394	16	27	4	24	50	female
5423	0	4	3	2	0	female
9389	2	7	0	5	6	female
8720	2	10	2	0	6	female
12027	1	0	0	2	4	female
17	538	3053	1067	1239	8554	male
21	2010	3921	1409	6382	26915	male
8	643	5076	1721	3990	8898	male
12	908	5479	1660	5837	10479	male
121	930	8946	2323	6907	8179	male
51	3142	3804	1686	3111	9149	male
28	1162	4459	2291	5574	13490	male
19	3760	3104	638	2443	5682	male
67	4455	5229	587	4029	7226	male
22	1571	9322	2926	12055	17274	male
19	686	6237	1458	6094	9255	male
17	918	5220	1480	3290	11458	male
72	993	9434	1024	7575	7873	male
16	192	1257	444	394	4124	male
12	725	2184	876	4457	20534	male
0	1696	5623	791	3373	13090	male
16	4954	2093	485	1647	6481	male
21	7720	3379	848	3215	9551	male
6	747	6218	1447	4426	10251	male
5	785	3511	805	2449	5242	male
2	778	4816	1598	4646	9695	male
15	1971	2055	1169	1992	6768	male
153	2286	10036	2689	11996	21901	male
4	2126	10024	1766	12417	20948	male
8	796	4810	1457	4997	10797	male
5	4801	1148	389	487	3081	male
17	917	2764	1621	6368	36982	male
4	828	4102	805	5165	6937	male
9	693	4586	788	7806	5097	male
19	1003	4114	981	5450	5308	male
459	930	2696	788	3338	4811	male
9	616	813	261	1666	3167	male
16	1339	2472	569	2420	4342	male
9	988	4154	1209	3897	3289	male
19	1420	7552	4888	17313	16665	male
2	670	3767	1019	5364	9204	male
78	746	4676	1608	4581	8283	male
43	1580	4215	826	6642	8925	male
29	3805	7542	2504	4234	13111	male
247	1368	3705	1401	12845	5101	male
149	761	5386	2524	9854	13461	male
20	1781	13029	2893	13999	16842	male
10	1203	6612	2312	6833	10229	male
15	2344	4284	1185	3848	6140	male
11	1759	6242	1164	6658	11324	male
22	1096	5208	1382	7931	18981	male
52	1246	11393	1517	9048	12886	male
41	1387	8769	2394	12117	21044	male
10	873	6110	1650	7343	9071	male
21	910	5426	1170	6962	9223	male
38	461	3225	794	6938	3319	male
7	542	2992	581	2811	4193	male
6	2546	7693	1951	6696	6593	male
6	1470	2616	1293	3665	14120	male
80	1878	3904	1444	8871	37969	male
10	1121	3670	907	4544	7254	male
7	1216	7867	1794	11524	11966	male
14	1184	2833	884	3603	6586	male
10	1614	954	327	2703	10269	male
6	1611	817	390	2534	8389	male
14	866	965	396	2838	5143	male
4	532	1777	611	2456	4052	male
2	794	834	303	1867	4810	male
14	2565	3815	1025	7624	7444	male
17	955	5507	2273	8603	12957	male
20	1511	9001	2513	10850	18244	male
11	699	5115	1489	5570	12021	male
44	3510	3329	1382	2656	8774	male
159	1093	7062	1834	5432	12647	male
13	1324	4565	1077	5937	6889	male
17	5511	4360	995	4697	8687	male
16	1840	3431	954	9541	8517	male
13	7150	3443	769	4383	6055	male
238	1085	2370	791	9262	3893	male
4	1788	5380	1933	5276	24832	male
13	984	3635	1304	6147	9687	male
26	1941	8294	2313	12934	16773	male
9	397	4389	1146	5216	3941	male
1	396	2123	444	2005	2663	male
6	1664	5279	2106	7916	5410	male
13	1382	7248	1722	5901	21334	male
12	1799	3226	978	6382	25475	male
0	459	1914	397	1927	2969	male
5	673	1268	378	2997	4743	male
6	616	2863	700	2690	3729	male
17	885	2398	497	2387	4173	male
12	576	2050	577	2254	3836	male
824	270	598	170	736	1978	male
8	786	2273	459	1987	7441	male
6	2169	5881	1134	5865	7104	male
4	1667	5344	1150	3076	4823	male
15	2906	2571	916	2300	6466	male
8	1030	10420	2405	13702	12020	male
6	868	5236	1350	10134	5742	male
2	376	2703	382	1448	3856	male
3	528	2196	720	2219	6439	male
17	756	5118	910	5591	5370	male
8	933	5714	673	4411	8630	male
74	1043	7271	1334	6556	13664	male
43	1120	7597	2499	6498	18783	male
245	1199	4105	1053	13118	5544	male
0	293	2693	542	2612	2192	male
18	483	2690	598	2571	3279	male
7	967	5178	1455	5679	3888	male
60	756	1784	440	974	4497	male
26	1722	3885	1441	7761	29697	male
8	622	4659	609	2698	10014	male
10	882	8225	1219	4949	8945	male
17	1839	8711	1807	8887	16757	male
11	682	5741	1449	4658	7525	male
17	1691	9886	2126	11282	12384	male
18	871	9144	1480	6437	7156	male
55	1949	12040	1550	11822	13703	male
70	1616	8376	943	7914	8240	male
6	1062	7168	810	4684	7016	male
23	1127	10917	1991	8184	9821	male
46	1857	6114	2013	6692	14924	male
177	1316	14247	2293	8757	12539	male
45	1888	7221	1042	8146	7554	male
15	1491	2671	1445	3661	7998	male
83	1478	3556	1322	6971	34623	male
20	820	4795	1478	5099	7298	male
5	2520	7920	1781	13090	12752	male
11	703	5832	2805	6590	11303	male
18	892	5601	1274	6336	11450	male
15	2050	2713	1171	5453	9989	male
17	1218	8934	1568	8860	8579	male
5	560	3504	1099	2756	5817	male
13	1158	6906	689	7765	9357	male
13	1166	11367	1242	10580	9343	male
8	1434	14594	1552	10240	11024	male
168	1103	5761	2103	7861	15429	male
1	953	8249	2088	7502	12128	male
13	646	1549	722	2531	4532	male
18	2188	2626	1050	7591	29804	male
5	1552	4973	1001	4102	8011	male
4	735	4066	720	4251	7913	male
60	866	3779	965	2385	3499	male
19	1619	4227	861	2855	8756	male
26	1013	2661	777	3031	6283	male
2	748	1656	481	1412	4946	male
10	1365	777	399	1749	7970	male
7	1404	3843	1302	4438	10115	male
12	1041	3267	781	2705	8893	male
6	1885	5915	1249	5057	6906	male
8	962	8442	2533	9828	8029	male
8	682	4949	1826	6820	8617	male
20	1023	5133	3004	6597	11051	male
15	809	4850	1518	6210	7935	male
38	1576	5475	1462	6893	7428	male
9	810	4028	1329	7524	5868	male
0	845	6456	1168	6014	8062	male
2	610	1992	595	2138	4127	male
254	1026	7171	2213	6553	8468	male
19	2078	5117	734	11880	8953	male
9	1966	2459	929	2175	5857	male
9	1134	4464	1258	7146	15496	male
207	1551	3476	1135	11741	5781	male
0	1117	6247	2470	6921	15800	male
15	468	5612	1514	6714	5124	male
2	479	1947	462	1824	3618	male
5	1960	5213	1644	6887	6104	male
20	1126	335	114	234	775	male
14	1149	3059	1421	5780	38058	male
17	576	4428	941	5843	6343	male
14	1396	4567	1208	4101	7163	male
16	942	1891	593	2262	5660	male
22	335	755	227	910	2413	male
41	688	2081	616	1988	3992	male
13	682	3448	555	2095	8790	male
6	431	1115	294	850	2487	male
18	2254	4791	933	4011	9275	male
35	2244	6404	2254	4899	6905	male
11	1314	6797	2025	5903	15586	male
43	893	4790	2240	6638	16100	male
27	1117	7374	1920	9059	18802	male
5	901	11648	2621	12485	9387	male
14	1452	9136	2181	10689	19351	male
154	956	6921	1854	5161	9055	male
8	1473	6094	1212	7712	13744	male
4	4431	4878	2394	4638	15306	male
12	770	4648	1178	4709	6886	male
3	837	6224	1381	6105	8225	male
23	1016	7763	1485	8068	17909	male
5	1398	6305	1169	5246	13669	male
8	508	3073	792	2206	8731	male
4	389	4181	1182	5492	3290	male
0	611	2739	551	1862	3526	male
4	1323	5028	1451	5741	5444	male
19	695	2234	999	4066	20658	male
12	491	3800	1254	3305	8577	male
94	1311	9302	2071	7055	11044	male
15	679	9057	1223	9158	9059	male
17	950	5871	1455	7807	6383	male
27	1102	8300	1994	8477	14083	male
167	6102	5241	970	5075	7637	male
7	1102	4513	608	5353	6978	male
6	558	3200	565	3332	4061	male
11	1996	14316	1239	11587	13137	male
10	901	6632	2788	5266	14354	male
16	1374	8306	1823	6973	15024	male
7	1080	3596	547	3242	7690	male
15	1332	6488	680	4775	6851	male
16	1921	12279	1242	8723	11427	male
15	2399	12026	2711	13463	23774	male
5	827	5863	1629	5038	8814	male
18	4018	6870	1441	5024	18559	male
37	1011	9087	1103	7378	8596	male
15	1638	3154	1059	5544	23814	male
19	783	3749	489	3891	5171	male
6	711	6037	1373	12052	7697	male
4	786	2495	591	2525	5104	male
6	692	1802	304	2383	4156	male
4	642	1909	441	1835	3963	male
12	1021	4273	852	4004	6928	male
4	923	3246	726	2797	8422	male
6	791	2302	346	1868	6326	male
4	1203	5069	869	3969	5780	male
46	1207	4418	1288	4891	12468	male
6	1916	7136	1529	8482	16251	male
8	593	5680	1587	4454	10111	male
51	1611	11104	2561	10542	22070	male
6	3484	7125	3717	4180	11722	male
5	982	8413	1682	10480	15901	male
19	1083	5018	1303	5956	16251	male
1	896	5602	1125	6313	13577	male
69	1063	6771	1503	8481	9215	male
10	2627	9665	1308	10799	17268	male
12	2246	8160	2561	15011	23191	male
2	1253	3377	1117	6438	12107	male
27	906	6512	2592	8246	15575	male
7	645	8130	1613	9964	6172	male
10	531	2873	582	2635	3335	male
29094	2	13	2	19	37	female
2305	2	2	3	3	7	female
18567	0	9	4	11	14	female
14646	2	11	2	8	15	female
11461	0	5	0	7	10	female
21194	6	17	3	15	34	female
10834	3	11	6	7	9	female
20183	6	11	4	2	19	female
54073	2	8	2	5	13	female
10116	8	12	2	30	27	female
14879	0	2	1	2	8	female
13461	2	20	4	23	26	female
9517	16	27	7	35	50	female
14815	6	12	0	14	5	female
6904	4	2	2	6	8	female
15977	2	0	2	3	2	female
25054	2	7	4	5	19	female
21619	4	11	1	9	11	female
12	820	2655	1090	4290	27517	male
4	1923	2144	819	2737	5390	male
30	802	6329	1364	5127	7723	male
15	1683	10496	1399	11762	15868	male
7	614	6518	1308	6016	7170	male
9	3697	3185	783	4394	4769	male
3	4910	2584	462	2183	5155	male
20	1781	14506	1398	12436	13141	male
0	1950	11480	1229	9341	12912	male
12	1220	6941	1083	6320	8961	male
7	1278	6472	1704	10391	14257	male
11	777	5211	911	2910	12706	male
232	850	4101	1187	7428	4279	male
12	1581	7989	1129	7578	9702	male
2	1512	5804	1027	6260	14747	male
4	1922	10690	1398	9816	14097	male
13	639	3561	728	3058	9377	male
12	401	2509	1024	4406	9860	male
5	686	3734	843	5166	9003	male
41350	4	4	0	5	35	female
14931	6	15	6	8	15	female
16900	2	2	0	4	14	female
21649	2	18	4	18	18	female
23919	8	26	7	23	59	female
21294	0	15	5	13	31	female
27610	0	9	2	19	5	female
10751	0	7	2	7	12	female
13551	4	21	0	8	28	female
1162	0	2	1	0	10	female
8143	2	4	0	0	8	female
10461	8	61	18	62	103	female
27829	0	14	0	8	2	female
8822	64	340	71	289	566	female
13	203	751	351	126	3812	male
33	2489	15794	1863	10380	15706	male
8	998	11732	1437	5732	9734	male
7	1364	5720	1178	5317	14613	male
11	1592	7740	1123	6868	16335	male
3	3484	3013	584	3922	9379	male
16	2759	6717	686	3174	5978	male
5	695	5440	987	4527	7158	male
16	1292	3370	931	7560	11096	male
7	1024	8027	1089	5876	13176	male
20	1526	14108	1313	6967	14203	male
20	1876	10321	1273	8055	16591	male
302	1463	4736	1245	10321	5372	male
24	4113	3135	1313	4379	11128	male
21	1466	6934	4244	11365	16094	male
11	2443	7238	1515	11026	18341	male
32	1294	9258	1260	7309	11466	male
649	5	14	0	4	18	female
36682	2	4	1	10	27	female
4568	0	6	7	6	12	female
16335	0	2	0	6	7	female
3203	2	15	4	12	32	female
960	0	3	6	2	14	female
369	0	0	2	4	8	female
567	1	17	4	6	12	female
2497	1	3	0	16	5	female
1828	0	4	8	8	8	female
2494	1	14	6	8	24	female
28183	2	2	2	2	8	female
17548	1	2	2	16	13	female
5390	0	6	0	0	14	female
6761	14	33	1	62	92	female
13415	2	5	2	8	6	female
19883	6	1	13	18	25	female
29691	60	141	20	170	308	female
38689	6	5	4	15	20	female
9600	2	11	2	9	21	female
32823	2	7	9	17	17	female
7961	0	6	0	8	9	female
33502	4	8	0	18	20	female
12	321	1720	449	452	6242	male
10	483	1842	1014	3472	23499	male
7	817	18785	1645	5117	10869	male
3	807	5073	1894	5671	11694	male
19	1295	8546	2282	8735	13148	male
149	1317	6802	2195	6526	11326	male
14	1468	4431	867	5598	7524	male
16	1903	1579	925	1784	5002	male
380	1278	4953	1368	12873	6493	male
22	497	8143	1221	5261	8662	male
2	929	8318	1340	6772	8905	male
14	3503	3869	478	2075	3941	male
8	4157	6851	1167	5064	8786	male
4	779	5865	1168	5779	7964	male
8	815	4598	1120	3496	9452	male
19	701	8071	710	5599	6635	male
14	1886	12356	1553	12247	14487	male
11	870	3935	729	4891	7295	male
2	573	3333	409	3628	6404	male
5	449	3752	621	2463	6977	male
11	503	3592	571	2956	7296	male
109	1485	14280	1981	8982	17878	male
14	776	5973	1805	6413	14517	male
10	650	5305	652	3295	6948	male
25	895	8342	972	8556	7402	male
7	619	3229	757	894	10518	male
20	2821	3830	1489	8700	32998	male
12	698	2275	698	2723	3704	male
29	1384	10927	1186	6093	7965	male
9	3039	19474	1899	10044	16258	male
8	675	5984	1623	5513	6333	male
7	589	5344	1164	3036	10692	male
10	1106	9783	2873	11310	8168	male
17	1384	7805	1115	5994	7454	male
10	1068	6987	923	5962	4719	male
10	633	3298	1249	1945	5839	male
8	461	4395	690	2652	5744	male
31	1541	6533	1262	6079	9821	male
569	1468	5299	1091	14379	5741	male
2	534	3795	1001	4684	9573	male
12	1166	11502	2366	8805	15621	male
14	1080	5343	1275	5506	9182	male
7	1407	8744	1339	7099	10207	male
18	1133	12122	1458	8958	7412	male
15	1019	4847	1070	2809	6522	male
10	1342	6585	1793	8467	16259	male
7	640	4027	1598	5873	7696	male
4	2373	2559	1064	3147	6997	male
141	1327	9292	2143	7774	11986	male
16	1825	7203	1147	8605	8775	male
5	358	3480	647	2058	8252	male
20	1965	2965	1142	7321	25895	male
14	1234	4587	775	2604	6632	male
2	525	1446	350	1352	3157	male
6	497	1873	426	1362	2959	male
11	1006	6000	1380	4050	8598	male
15	651	2870	711	2187	3590	male
8	919	6418	1816	4581	16970	male
15	1306	7041	1616	7688	8565	male
10	2562	2344	1248	2406	4841	male
7	929	4873	1917	4326	12403	male
15	1464	7197	947	7516	8426	male
257	1320	11055	2471	8482	12097	male
219	1450	3892	885	13847	5546	male
10	1047	6913	1742	8261	13958	male
22	919	5914	2012	7290	9210	male
2	1690	8585	1612	7460	21985	male
5	901	1689	183	1182	2182	male
13	777	5983	909	4493	7016	male
13	1336	18005	1789	8554	19493	male
7	1387	2854	736	3644	11771	male
23	1574	9591	2239	8842	33172	male
9	364	4031	1089	4685	3314	male
8	506	2659	641	2535	2842	male
22	2171	7544	2021	7770	7605	male
11	728	1296	602	909	4048	male
38	1660	3725	1598	6425	25818	male
0	496	1486	378	1544	3069	male
5	926	6878	1646	11776	8141	male
3	615	1760	304	1176	2687	male
3	909	2619	584	2458	5271	male
7	949	3323	758	2845	5557	male
4	574	1406	306	1261	2642	male
21	1370	2728	576	2766	4883	male
137	1149	1810	676	10941	3147	male
4	1185	4490	2098	10827	15323	male
9	1789	6318	2014	13375	15886	male
51	2823	1826	1037	3450	4978	male
170	1233	4150	1508	8537	9470	male
18	2834	6228	1553	15618	16979	male
6	1159	9019	2224	10840	17214	male
6	968	6192	1181	7683	5425	male
1	1250	3881	1353	5800	7016	male
9	1089	8497	1441	8850	10420	male
9	1424	4410	990	8904	11788	male
6	788	3995	1801	5520	12060	male
9	787	4403	1280	4085	10086	male
16	1620	8184	936	8408	10722	male
5	1736	7821	1914	11328	11333	male
6	913	5953	1382	8822	7933	male
10	1108	4146	1117	5729	10663	male
9	1532	6288	1938	9671	20369	male
23	1043	7286	956	7290	11464	male
10	377	4105	856	4600	3174	male
10	416	1929	384	1394	2711	male
5	2059	6905	1470	8495	8150	male
480	0	2	0	4	8	female
28266	0	6	3	11	29	female
3793	0	2	0	18	29	female
8518	7	3	0	3	4	female
2777	0	4	0	2	10	female
1395	0	2	0	2	2	female
15238	2	13	2	17	12	female
12388	0	7	3	0	22	female
17489	6	5	6	14	29	female
34756	2	4	0	9	6	female
41126	6	11	8	20	32	female
19084	2	9	1	18	13	female
2856	0	2	0	4	14	female
6879	4	10	2	2	22	female
8984	10	30	1	55	39	female
7868	0	3	0	4	8	female
7253	0	0	0	2	2	female
24971	6	7	1	10	10	female
17038	0	12	3	8	9	female
26792	0	10	0	9	31	female
35023	5	6	0	6	15	female
11653	2	11	2	7	22	female
13347	2	5	2	4	12	female
32345	49	248	22	259	292	female
16172	0	5	2	3	16	female
10189	0	6	1	6	7	female
35	678	2278	1062	2028	7463	male
36	881	4144	2085	6767	45813	male
14	2135	11651	1508	8611	12303	male
6	1155	10698	1747	9289	16587	male
10	1402	7014	1187	9171	10339	male
16	5486	6158	1148	5067	10484	male
32	14691	7894	1750	7665	11587	male
4	1264	14177	1828	8790	13308	male
8	602	6607	1250	4513	8245	male
385	1606	4233	1161	17523	7530	male
42	2161	9988	1265	10232	11287	male
7	1419	7697	1966	7820	14509	male
66	2400	12555	1857	14548	23861	male
257	2299	12660	1930	13941	18156	male
16	1839	9979	1560	7980	16089	male
97	2393	11779	2072	15071	17831	male
14	634	4698	968	2880	16212	male
17	1090	8769	1989	8163	19955	male
7	997	4747	2020	4909	14094	male
6	2436	3942	1293	7078	44631	male
78	894	4372	2313	4845	12298	male
8	2568	3482	1436	1989	6884	male
10	2235	8760	1659	10927	14253	male
7	874	6310	1609	6372	14804	male
24	1570	3848	1316	8120	31795	male
5	608	1604	589	1736	2667	male
11	608	1231	367	1406	2964	male
0	754	2709	518	2444	9991	male
9	563	911	271	981	4974	male
