XIST	EIF1AY	KDM5D	UTY	DDX3Y	RPS4Y1	sex
30	372	3357	1268	2583	10064	male
17	965	7880	1689	6677	14516	male
14	2034	3100	962	2826	9179	male
41	813	7892	1650	4609	9373	male
30	1205	5698	867	4899	5266	male
19	681	3573	1366	6398	11802	male
27	1000	5809	1816	7028	12274	male
16	1114	6827	816	5074	7793	male
36	833	4670	1094	4786	12178	male
49	684	3760	1009	2590	8006	male
23	1255	5880	769	4665	7398	male
18	1777	11121	822	6762	10333	male
53	1201	10549	1118	6292	10600	male
49	507	4759	583	2478	8805	male
17	529	5309	917	3633	8137	male
19	688	5836	984	4001	6224	male
26	1036	6752	862	5517	7382	male
21	1072	5857	1370	5321	9593	male
24	953	8028	1435	6469	15184	male
2016	2	4	2	0	0	female
19625	0	2	1	8	6	female
42389	2	4	1	9	16	female
31284	0	2	0	0	14	female
20564	0	2	1	0	4	female
5859	0	1	1	0	1	female
7413	0	5	0	8	19	female
33315	2	6	0	2	8	female
24119	0	6	0	2	4	female
8294	0	0	0	0	4	female
9255	0	2	2	12	6	female
22312	0	4	2	0	6	female
16643	0	2	0	0	4	female
23067	0	3	0	2	11	female
17098	0	10	0	2	1	female
10391	0	2	0	0	6	female
16043	0	2	3	2	2	female
10420	2	24	1	6	34	female
10651	0	4	0	3	6	female
16	3131	6679	2237	16168	16038	male
14	590	5244	1082	3514	10823	male
13	762	1956	819	4230	22668	male
13	641	4062	1310	4281	12216	male
7	1276	4241	1068	4254	10593	male
13	2718	2224	749	1940	6148	male
10	1303	5948	1108	6683	10473	male
419	0	1	2	2	4	female
19872	2	0	2	6	5	female
20998	0	5	4	4	8	female
9529	0	8	3	9	12	female
8829	4	8	4	0	13	female
11551	0	3	0	4	6	female
8938	3	14	1	11	18	female
11416	6	10	3	20	43	female
7040	0	6	0	4	4	female
13764	0	10	0	5	3	female
18659	0	8	1	3	4	female
6010	1	4	0	6	10	female
16389	0	4	2	4	12	female
11028	0	8	0	0	7	female
13462	0	6	2	0	5	female
8933	2	5	4	12	21	female
26698	0	2	0	1	6	female
3600	0	3	0	7	3	female
11133	3	2	1	5	4	female
9043	4	2	2	12	24	female
4399	0	24	2	10	16	female
22725	2	6	2	7	2	female
11244	6	4	2	0	7	female
3153	0	2	1	6	8	female
23233	2	34	10	26	50	female
14280	0	3	0	8	11	female
14542	0	9	0	6	0	female
14993	1	6	4	6	10	female
14336	4	16	2	15	16	female
6468	0	10	0	1	6	female
24496	0	5	2	6	6	female
26759	2	11	1	6	8	female
14641	0	10	2	2	5	female
20859	0	6	0	0	4	female
17893	0	9	2	6	2	female
45917	2	6	0	4	10	female
37447	0	11	2	1	8	female
23205	0	5	0	4	8	female
9120	2	7	1	10	8	female
7292	0	6	4	8	14	female
4015	3	2	2	8	10	female
14151	4	4	2	16	13	female
9419	4	8	3	19	28	female
16121	4	8	2	2	5	female
11139	3	12	0	10	35	female
12726	8	7	1	15	6	female
21106	1	2	2	6	9	female
5568	0	4	0	6	6	female
39	4065	2263	2783	18249	13847	male
32	909	2598	1023	1825	6267	male
24	704	1882	798	3707	19226	male
15	1436	10947	917	8932	11105	male
34	760	3789	1544	2695	8504	male
59	1220	7801	945	7723	8020	male
32	1468	10131	1038	9109	10410	male
27	1188	3899	929	4596	10846	male
17	805	5362	662	5607	4904	male
38	510	4410	702	4178	7641	male
53	5188	2131	590	2293	4782	male
30	789	12961	1072	6357	7127	male
62	877	1520	287	5036	6600	male
56	1471	7254	1131	10294	13721	male
42	835	7325	1747	7419	10182	male
38	1102	5840	1039	6139	12412	male
29	500	3496	1142	4858	11109	male
44	569	4081	928	3665	11354	male
36	1167	8612	959	8413	7048	male
56	1357	8519	1213	10507	8697	male
32	2763	3829	1004	4286	7447	male
22	610	4071	1493	4945	9330	male
70	997	4546	1076	7043	9119	male
122	794	6066	1540	6924	7129	male
34639	0	4	3	6	0	female
1085	0	4	0	7	18	female
20062	0	6	0	6	6	female
12444	0	0	2	4	12	female
16348	0	0	0	2	5	female
11275	0	2	0	4	6	female
43284	3	10	1	10	10	female
13067	0	2	0	2	10	female
27833	2	8	3	3	8	female
691	0	15	2	19	16	female
36873	0	6	2	16	10	female
3221	2	11	3	9	27	female
12072	2	2	1	1	8	female
12040	0	2	0	4	8	female
48943	2	18	3	16	18	female
49004	0	16	3	26	31	female
21617	6	6	6	14	30	female
17366	2	8	1	8	38	female
19063	0	13	4	17	63	female
16168	4	7	4	8	19	female
31472	0	3	1	10	5	female
21189	0	4	4	4	6	female
12999	0	17	6	18	27	female
36	1338	5198	1436	3787	9235	male
36	672	2286	722	3384	12966	male
20	619	5165	1795	4203	12755	male
31	1125	7691	1730	6867	13996	male
28	2837	4207	1513	2430	6852	male
8	2130	6580	1271	7957	14003	male
173	1352	8292	2127	6156	12644	male
41	454	4660	1673	3545	11435	male
1	616	3250	604	1933	6519	male
21	1288	8064	1561	5666	11989	male
13	1572	14139	2548	11504	15612	male
9	1026	5298	993	3326	10716	male
72	895	8981	836	4936	7410	male
56	883	8650	969	5456	7244	male
26	853	7041	1562	5640	12772	male
27	706	5049	1630	4776	8651	male
91	1519	11305	1715	8173	13917	male
434	1426	3734	827	14511	4067	male
10	1354	9642	2298	6380	13825	male
2	1007	6197	967	4136	7532	male
3	534	7443	1247	7116	6449	male
5	1733	8629	2291	7574	10110	male
39028	3	14	6	22	44	female
2320	7	11	5	23	36	female
27496	9	29	6	57	104	female
10438	4	17	1	18	14	female
12820	4	25	8	26	54	female
10169	2	8	3	15	17	female
7312	4	8	0	10	33	female
12408	6	10	2	11	31	female
39983	2	9	0	30	20	female
24842	9	23	5	12	45	female
14098	10	27	10	34	45	female
39657	2	25	2	29	41	female
14751	2	13	0	14	24	female
13624	4	7	4	24	19	female
9007	1	11	1	11	13	female
19902	6	22	2	34	18	female
19415	4	22	0	27	38	female
21482	3	14	6	24	32	female
42788	8	21	2	20	28	female
32694	5	16	0	14	35	female
22877	6	15	2	13	25	female
14381	2	18	0	21	28	female
3262	7	6	0	20	21	female
16572	6	17	4	10	21	female
4350	4	8	2	17	12	female
8846	10	6	6	27	18	female
21381	2	12	7	11	26	female
31050	0	8	2	5	20	female
1	539	2051	478	469	4177	male
2	1681	4589	1669	6668	34765	male
0	3209	18086	2190	9969	19903	male
2	1049	11058	2118	6916	14431	male
4	1600	7751	1344	5909	12354	male
5	808	5574	1189	3785	8416	male
18	4170	2565	676	2081	7289	male
19	5438	1836	519	1622	7440	male
7	1695	7341	1907	10897	17555	male
2	1073	7676	1407	3282	23311	male
24	2423	15336	1850	10012	18390	male
10	1979	10051	1354	7994	15252	male
30	2012	8729	1573	10058	15336	male
11	1306	4935	1623	3630	14941	male
40	2204	13957	1973	15098	17323	male
23	1652	8357	1239	9884	12882	male
18	1019	5846	1661	5770	12307	male
23	896	6503	1345	3922	11494	male
24	583	4419	1557	5288	13276	male
7	1185	7794	2487	6464	11087	male
945	1735	6999	2101	12106	11071	male
19	621	3920	1580	3877	11167	male
37	1498	9062	2439	8427	22631	male
48	2178	1356	757	1661	7609	male
18	1356	4690	1362	4272	15134	male
24215	2	13	4	22	33	female
962	2	10	0	10	18	female
12932	0	9	0	3	18	female
7008	5	8	2	6	15	female
9760	7	6	4	10	24	female
26727	0	16	5	5	13	female
65020	2	4	0	4	33	female
20716	7	9	3	20	14	female
25022	2	6	2	9	18	female
3830	6	8	5	19	14	female
8581	11	14	2	18	35	female
11895	1	4	2	10	24	female
5971	6	4	6	13	25	female
27552	1	30	7	13	22	female
26879	2	8	0	21	19	female
17354	2	9	0	16	10	female
6407	2	10	8	16	23	female
20671	3	11	3	26	23	female
18024	10	10	3	11	21	female
57892	1	12	3	22	25	female
60652	2	15	0	25	13	female
21943	17	17	1	10	32	female
34769	2	1	0	4	17	female
2559	2	4	9	20	25	female
19129	10	4	0	8	29	female
7271	2	12	0	10	20	female
32625	4	12	1	14	10	female
33821	4	9	2	13	13	female
106975	0	2	2	3	2	female
1272	4	2	0	4	6	female
5150	3	11	5	15	25	female
12476	10	24	4	15	23	female
9692	5	22	6	28	33	female
2922	5	23	4	17	50	female
22470	2	4	2	2	2	female
43645	7	11	3	8	17	female
7817	9	6	4	21	25	female
4820	3	3	0	5	16	female
6989	4	6	4	21	13	female
7828	2	6	2	7	11	female
1061	0	2	0	3	3	female
2006	0	6	0	2	4	female
5951	6	45	15	38	51	female
15708	0	8	0	0	8	female
12798	0	2	0	5	8	female
5214	0	0	0	0	14	female
4792	2	0	6	4	10	female
2319	0	4	0	3	12	female
5160	2	2	3	8	12	female
1233	2	2	1	4	12	female
3898	5	2	0	2	6	female
14315	1	5	0	2	15	female
54133	0	1	0	2	0	female
1525	1	4	0	1	6	female
15264	0	2	3	5	4	female
16621	0	10	1	6	16	female
33023	0	2	0	0	7	female
17731	6	16	6	34	38	female
11986	12	8	1	14	27	female
22004	2	19	10	21	58	female
24942	2	16	1	13	49	female
13121	4	17	4	12	28	female
14623	2	8	2	7	17	female
11028	0	4	2	31	10	female
28015	2	6	2	3	8	female
8749	3	6	0	5	12	female
24563	8	16	19	25	47	female
16832	4	2	0	8	11	female
2210	2	0	0	5	10	female
27277	2	6	2	4	15	female
21437	2	0	0	5	10	female
14036	7	10	2	12	22	female
15803	4	33	7	28	55	female
29238	0	6	0	17	33	female
499	0	6	0	9	28	female
37	4582	739	3142	14019	14975	male
28	709	1861	1095	2127	3195	male
56	507	1108	1027	6051	29150	male
123	1004	7776	1774	7538	11825	male
6	2293	6649	1567	6875	13461	male
13	1853	8935	1720	12496	14940	male
7	1015	7189	1886	6413	11626	male
37	1167	6238	1607	8083	16914	male
15	6826	3578	819	3032	7689	male
5	1235	5964	1974	5146	12538	male
11	2428	5783	1169	10645	13739	male
16	1383	5927	1433	8674	16912	male
17	740	3158	813	4195	11567	male
14	1063	7063	1297	5183	8812	male
217	1533	3427	1026	11011	5680	male
23	1183	7124	1444	6812	13768	male
22	972	3102	610	2250	6601	male
228	1339	6646	1267	5340	12812	male
10	1148	5459	1762	6183	12677	male
51	1225	2704	1431	5027	16961	male
10	1138	3061	2075	4926	16439	male
28	1882	2666	1064	3964	18137	male
19	2289	2374	965	2876	6087	male
27	1607	3677	1592	5414	14462	male
39	2856	4955	1295	10807	13546	male
47	4006	4938	3854	26393	23935	male
24	570	1621	414	621	4887	male
28	1042	2386	1098	5339	30080	male
7	539	2503	455	2314	3276	male
26	447	4551	1367	6489	3837	male
53	566	1899	457	1623	4084	male
11	758	2683	588	2402	4122	male
0	313	1024	285	914	2222	male
10	585	2355	738	2168	3626	male
30	857	3682	1057	2820	6317	male
15	591	1859	591	1752	3455	male
11	975	1280	394	1571	4541	male
7	740	4457	2105	3948	15172	male
0	4719	2979	1261	2227	9984	male
320	1422	9426	2854	7452	10950	male
9	2737	8541	1504	11068	11913	male
65	606	6826	1730	7779	4833	male
7	827	3335	736	2932	4751	male
36	4153	4128	2977	17003	12509	male
152	1200	4165	1392	2618	11292	male
42	1388	3955	1575	6669	39874	male
10	1021	8226	2347	8619	14932	male
52	1718	7029	1304	7134	14492	male
10	8707	3939	714	2887	6276	male
70	6977	6504	1630	6716	10531	male
52	1807	13592	1719	8462	16349	male
61	1055	6319	2907	4821	17036	male
35	1144	7830	1885	7232	13594	male
130	1213	12409	2640	7989	11649	male
11	4719	3746	1796	3771	10557	male
38	1210	7035	945	6090	10842	male
27	955	7878	1747	5685	14284	male
26	498	3628	663	1979	8722	male
49	1314	7859	1432	5831	12860	male
14	1327	2811	802	4195	13987	male
8	936	3962	1394	2925	8154	male
19	2326	7410	1314	8140	12294	male
21	2719	10952	1427	9339	12269	male
3	579	3619	1567	4738	11770	male
30	797	6622	1536	5226	7840	male
226	1976	4203	1245	9656	7460	male
31	1196	9111	1332	5842	10406	male
94	1546	7750	1447	7279	11267	male
19	3929	9434	3269	11212	14433	male
18	564	907	392	671	2961	male
9	1197	2819	868	5052	17584	male
10	1629	6764	1667	6278	20038	male
6	4873	3552	1544	2502	28843	male
66	1355	8104	2119	6355	16476	male
61911	0	2	0	4	8	female
915	4	2	0	0	16	female
30191	2	0	0	4	6	female
9951	7	13	4	18	23	female
8303	4	21	7	32	48	female
22793	12	31	5	18	40	female
879	1	14	2	9	2	female
2636	0	0	0	13	6	female
24395	4	10	2	15	14	female
13775	8	14	0	13	20	female
20386	9	21	10	60	49	female
15375	0	11	4	18	14	female
3178	4	0	1	4	6	female
19801	2	14	5	9	12	female
12941	4	10	2	16	34	female
10734	16	63	15	49	102	female
33023	10	23	9	26	57	female
8680	3	6	1	4	18	female
15700	2	12	0	9	17	female
11245	2	0	0	2	5	female
35160	11	26	10	33	60	female
10	3780	7198	4641	17866	12309	male
14	3189	676	1407	1330	4659	male
14	1897	3927	1966	8549	67248	male
7	2269	4322	1291	6308	13237	male
4	1427	5075	1699	6720	10486	male
8	1490	8866	2720	7958	15250	male
3	2631	6343	2482	7262	23592	male
39	1237	3429	2053	5249	10050	male
16	1368	5471	1982	4067	19618	male
62	1610	5240	1200	4760	7963	male
8	2144	4328	1371	7468	14082	male
14	770	5277	1651	4305	7724	male
18	949	4984	1933	7571	13690	male
19	1947	4187	1531	19995	16409	male
43	3527	13627	3891	22005	26502	male
11	1192	3818	1666	5854	16786	male
22	1405	4479	1369	3638	9985	male
15	1625	9435	1718	4743	7787	male
571	2800	6986	2154	16677	10671	male
16	1938	9020	3484	9359	21473	male
23	3602	3151	1346	3421	10582	male
13	1648	4628	1641	5714	15652	male
21	1588	4008	1867	6655	18944	male
27	2107	2725	1432	8382	16060	male
17	6464	7821	4068	17119	18380	male
12	1961	972	905	1760	4657	male
6	838	3782	1491	6208	30701	male
17	2037	11036	2118	8610	18411	male
23	2010	1923	699	4546	9231	male
19	2920	9300	1509	7570	11805	male
8	934	4951	1103	3225	15408	male
28	1484	5571	1553	6238	12880	male
17	1643	7284	1901	7089	17083	male
2	1935	3357	811	6349	12222	male
88	1167	3771	1916	3182	10231	male
27	1767	8551	965	7047	12629	male
16	1109	6171	1160	3725	10455	male
11	1168	6669	948	2975	5720	male
12	1140	4474	1148	2929	7411	male
13	1400	3804	1007	4113	10887	male
56	1255	6396	2321	5493	11551	male
647	1666	5905	1330	11757	6392	male
16	538	4023	1906	3537	8783	male
8	1491	4040	1145	4503	11079	male
12	3292	2959	1324	3638	9923	male
50	985	6258	1453	5242	10896	male
45	1372	6639	1321	6811	9940	male
45845	0	0	2	2	5	female
275	0	4	2	4	8	female
24763	2	4	0	7	10	female
5793	4	6	5	8	25	female
12864	4	3	1	9	19	female
16046	8	3	0	11	18	female
23596	9	22	6	22	45	female
3277	4	23	2	29	26	female
2157	5	25	6	20	48	female
20408	0	13	0	6	8	female
18402	2	15	2	19	31	female
17911	2	19	3	20	36	female
6682	6	18	6	7	22	female
9005	0	11	0	9	13	female
4147	2	2	0	4	12	female
8609	2	2	5	8	16	female
9374	10	6	4	18	29	female
6894	0	20	3	16	12	female
16520	0	11	4	14	18	female
10817	10	11	6	8	19	female
4614	2	13	2	17	25	female
14121	2	10	0	16	13	female
15371	2	18	0	6	27	female
31937	2	12	1	7	13	female
36444	4	6	4	12	20	female
0	7879	3340	3569	20925	29796	male
3	2604	5677	4139	5527	16264	male
0	1970	2345	1228	5610	57340	male
13	1721	14817	2376	9391	17391	male
21	1065	4815	1188	5634	8363	male
23	9209	7337	2020	8996	11087	male
7	1702	7522	1352	8989	10631	male
6	991	8932	1159	3443	15366	male
18	13544	5514	1000	4508	9962	male
78	954	10832	1392	4678	10360	male
2	1071	4755	1070	8752	9512	male
12	1194	4181	1085	5224	8230	male
20	1473	9600	1394	8268	11718	male
24	1005	6966	1677	6202	12119	male
35	1357	6080	1750	6310	14915	male
25	2413	13320	1520	12873	14599	male
428	1307	3487	935	10605	4452	male
48	2300	10237	1671	10562	12605	male
14	2317	11295	1668	11479	14776	male
28	3558	3591	1392	4450	10768	male
30	2209	12573	1446	9353	16153	male
44	1187	8141	1148	4676	7685	male
0	2135	8080	2276	4489	17612	male
0	876	1379	1483	1947	4125	male
6	6713	5160	4501	19891	24424	male
0	3736	2403	1097	7722	57991	male
0	5687	14218	3478	12905	25570	male
1	8885	3798	1217	4647	11621	male
0	13123	3268	1158	4354	14764	male
5	3231	6248	2360	11762	20592	male
0	3359	11287	3481	12918	24677	male
24	980	6517	1501	4651	9606	male
24	1202	4927	1179	6918	11835	male
10	1319	3443	1214	4944	9017	male
7	1492	5772	1452	10522	12617	male
16	1331	5899	2131	3107	12549	male
60	2209	6577	1385	6908	10181	male
37	1716	5669	1099	5482	8728	male
23	695	4474	984	2524	9601	male
14	931	3748	1123	2911	8494	male
236	2449	6200	1630	15338	9199	male
0	2199	10259	1983	5242	11304	male
2	2199	5581	3078	8985	27309	male
53	2204	9551	2202	12713	15402	male
10	693	4223	1741	4625	10368	male
13	2308	2694	1892	3623	6610	male
20	1779	5571	1337	7461	12164	male
31	1165	6431	1697	6079	13288	male
99	2034	9787	3404	8578	16161	male
0	1042	4452	1208	3223	9290	male
0	2051	1527	569	4722	33894	male
11	1333	8667	1967	10289	15225	male
1	1892	7130	3766	6693	26685	male
134	1646	13854	3393	9062	16631	male
3	2415	8401	1459	9974	14551	male
0	5283	3121	1808	2519	12995	male
53	1700	5083	1483	7802	13230	male
4	978	7757	2706	11684	13670	male
7	3340	5126	819	4033	6388	male
6	1390	11179	1838	9456	15087	male
17	1015	6718	1922	8581	12214	male
48	1025	5073	1471	4069	13097	male
25	1006	9883	1182	6960	10035	male
0	1869	6035	1952	5708	12121	male
51	1234	9136	1262	8247	13614	male
1	10389	5367	2178	11736	27580	male
0	1109	2009	1610	2466	7790	male
0	2707	1313	555	4925	33566	male
11	1794	9326	1863	7174	15026	male
26	1381	8014	1681	5854	12801	male
5	7109	3446	1077	3647	15385	male
9	5723	3606	867	2935	8463	male
0	2193	6803	2124	8273	19930	male
0	2179	8882	2401	8153	16040	male
3	2334	8128	1817	7944	16175	male
28	1436	7295	2567	4645	13684	male
10	2477	11230	1776	8534	17837	male
2	1094	4597	1121	3146	17065	male
64	1053	3901	1524	4407	12739	male
17	1511	5835	1109	5620	9034	male
11	1170	4827	1152	3223	9000	male
22	1126	9448	1215	3301	5596	male
2	2129	9037	3319	10399	25331	male
454	2283	6512	1838	14207	10024	male
47	962	5433	1914	4996	12574	male
11	1058	7028	1792	5498	16353	male
10	2829	2999	1462	3406	7301	male
94	1066	7683	2227	5698	11396	male
1852	0	6	0	4	15	female
28495	2	10	8	3	16	female
4526	0	8	2	5	0	female
12323	2	5	0	7	9	female
5382	0	2	0	4	16	female
7703	2	2	2	7	18	female
5085	0	3	2	2	6	female
5363	0	3	2	4	13	female
7876	2	6	4	13	8	female
6837	0	2	1	4	11	female
2733	0	6	0	4	8	female
4348	0	10	2	9	4	female
17435	2	6	2	5	12	female
10450	4	10	4	15	22	female
21246	2	11	4	4	19	female
23509	7	26	5	21	36	female
27630	2	21	8	22	40	female
13994	0	4	0	4	21	female
17656	6	21	4	6	41	female
24941	0	1	0	8	19	female
19945	0	2	0	8	14	female
13234	2	6	1	6	8	female
20275	2	4	1	2	11	female
1974	3	24	2	6	13	female
59095	10	21	4	12	25	female
5989	0	9	3	2	20	female
10563	0	0	0	4	10	female
51166	1	9	0	10	10	female
35234	4	14	6	22	32	female
31165	2	5	3	5	13	female
27536	2	24	6	13	26	female
34504	6	24	6	16	42	female
12052	2	4	1	0	11	female
30340	4	10	4	6	22	female
0	10151	5391	2783	12290	39663	male
1	879	2048	1853	3229	5847	male
1	1834	2424	1230	5553	39499	male
1	2678	17391	2368	11712	21692	male
1	1625	9233	1899	7371	15480	male
0	1837	7085	1909	10187	18600	male
2	2833	8161	1408	12425	16248	male
29	1625	8533	1317	9457	10407	male
9	679	3933	890	2984	6823	male
14	1956	9854	1578	8287	11060	male
8	472	2608	564	1797	8501	male
27	860	4037	997	7371	8309	male
19	630	3335	1356	5512	10619	male
11	2125	13732	1782	4835	9332	male
33	2067	9847	1203	8754	13590	male
319	3005	7155	1858	19200	10479	male
4	1732	9911	2065	9098	19723	male
0	4808	2623	1061	4254	13366	male
5	1839	10840	3092	13283	21203	male
22	1229	2613	1219	6148	24281	male
11	512	1818	423	2241	3568	male
18	768	5322	1132	8295	7062	male
52	631	1419	516	1476	2758	male
66	1054	1517	458	1932	5686	male
100	1032	3132	666	3020	6277	male
31	597	1332	475	1640	4140	male
80	962	2287	739	2789	6096	male
49	748	1436	520	1632	4607	male
22	979	2377	700	2574	4357	male
34	1317	4729	1129	3081	5767	male
2	1039	4659	2625	5915	14512	male
6	1375	6857	2149	10139	15679	male
344	1668	6019	1806	9611	8303	male
23	1437	11614	2259	12950	18213	male
66	889	4892	1383	4013	10102	male
15	1035	5484	1261	7964	17137	male
6	791	8267	1951	10569	7525	male
24	522	3150	605	2301	4338	male
17	670	3567	1663	7052	10458	male
14	1482	5074	1450	9945	12764	male
40	1391	4725	1584	7917	9719	male
9	1882	5729	1054	9544	8137	male
10	1031	7179	1542	9218	10876	male
36	1965	10507	1380	12847	8936	male
25	2888	10749	1363	15593	12161	male
17	1550	6177	1144	11558	13396	male
56	1592	9373	1523	9407	13534	male
17	1510	4980	992	10674	17245	male
10445	0	6	4	8	11	female
18901	4	6	2	5	6	female
11676	4	0	0	2	0	female
7896	1	7	7	8	17	female
7458	1	7	2	8	24	female
37408	3	8	2	16	27	female
66618	4	8	2	13	36	female
36369	0	17	2	21	29	female
16775	0	8	1	2	14	female
21326	12	22	4	15	32	female
22600	2	23	3	24	46	female
18102	2	16	2	10	24	female
21202	4	12	2	21	14	female
22377	2	6	4	6	19	female
24634	6	17	3	14	24	female
6963	0	13	5	14	23	female
54	2227	10106	3371	10809	22526	male
46	1180	3843	2100	6627	20113	male
35	895	2200	465	2638	5847	male
24	783	5169	1171	7842	5899	male
41	895	2671	444	3106	6547	male
26	835	1299	446	2197	4525	male
20	608	1841	607	2208	3998	male
26	975	1883	742	3170	6825	male
26	774	1395	354	1947	4844	male
29	1827	2631	683	3338	5866	male
16	855	4023	1834	4323	12882	male
26	817	4255	1347	5339	9643	male
23	4308	2885	772	3117	7823	male
14	1223	8630	1992	7830	17644	male
191	1099	8605	2050	6043	11446	male
13	1724	4141	722	5032	8148	male
35	3251	1928	979	2505	8802	male
29	771	3046	1652	3757	13899	male
117	706	2369	671	9080	3759	male
46	1344	5955	1024	6749	15993	male
38	1322	6452	1134	6081	18158	male
16	748	6999	1940	8867	7196	male
21	505	2247	537	2107	4423	male
33	1439	4240	1782	7207	11336	male
11	599	3527	1186	3874	11257	male
33	1569	5872	1615	6665	13952	male
48	1241	3245	1069	4378	12731	male
17	1230	5770	973	7312	8544	male
39	720	6955	1421	4611	8470	male
42	1482	8020	1285	8242	10135	male
39	877	1259	694	3658	3742	male
20	739	4029	1300	2795	8373	male
28	1516	8435	1337	6642	8748	male
16	1012	11880	1338	6491	11591	male
14	787	5195	971	7688	10065	male
153	1670	14904	1969	6693	9184	male
13	1138	8931	1688	6040	15965	male
27	430	4585	1830	4311	9114	male
31	2192	2263	1174	2559	6651	male
26	855	7330	1304	5512	13665	male
16	1531	5472	911	6812	8684	male
60	828	5736	1498	4319	9558	male
21	1985	4422	1025	6212	14968	male
13	715	8385	1530	5887	17167	male
17	1138	4495	1782	6188	11208	male
31	1143	6182	2018	5682	12544	male
85	1605	6049	1161	5848	10136	male
23	1059	3975	1801	3222	10368	male
23	719	3043	981	3491	10371	male
25	1183	2844	802	7660	13916	male
31	465	3401	1247	6868	10976	male
17	1420	7201	1198	2736	9353	male
15	1368	4660	1203	6673	9326	male
32	932	3781	1291	5745	13768	male
353	1305	2725	772	8243	4549	male
15	892	3297	1284	3269	10211	male
10	3466	2752	1108	3318	10447	male
97	1136	4409	2025	6270	11107	male
11	1648	3849	1231	7616	12211	male
52	1274	1849	735	1021	6091	male
41	1072	2785	1673	4919	26550	male
26	1098	3905	972	3656	5854	male
28	594	6040	1464	11123	5159	male
15	909	3152	810	2420	3793	male
25	1539	5155	1256	3034	4368	male
38	1279	3584	1245	4447	7250	male
13	714	2370	604	1958	4011	male
30	919	3184	1121	3074	5517	male
20	780	3012	836	2202	3739	male
9	764	2615	1002	2531	5082	male
11	1205	4405	1041	2995	5104	male
28	1540	4377	1655	4662	7528	male
302	1560	6116	2188	8913	8466	male
16	820	5237	2568	9564	16738	male
23	4476	2408	1306	2173	14555	male
37	1705	5862	1267	6826	10778	male
46	935	6114	1553	6511	11154	male
37	1509	5955	1264	5672	9541	male
14	701	3920	1116	5681	6257	male
52	6104	3337	946	3848	7097	male
33	4163	4069	654	3045	6735	male
24	804	5647	1604	3825	8668	male
73	1288	7349	1157	7295	9213	male
74	1410	9901	2396	9709	16830	male
18	504	3077	736	3458	9839	male
13	675	4209	748	3128	10149	male
58	983	5022	1698	7572	10724	male
14	1231	3534	795	6250	7337	male
26	635	5726	2748	7514	9997	male
23	940	9723	1071	5578	10203	male
61	1369	8878	1695	8345	14334	male
12	1285	4286	1420	6191	22406	male
8	660	5595	1412	9596	6256	male
7	1761	6098	1642	7720	7193	male
53	4432	4644	846	4503	5399	male
28	7248	3820	617	2902	6101	male
34	894	3493	788	3636	5741	male
19	2324	13608	1363	9818	11713	male
4	678	7638	1179	6497	5586	male
8	967	13309	2270	10452	11753	male
6	625	10244	1172	4457	14740	male
26	803	5911	1418	5042	7149	male
16	1313	7389	673	5505	6690	male
27	1017	8383	1575	9301	13018	male
28	1196	9081	974	10703	10759	male
36	1541	7352	962	9688	11298	male
19	817	6936	2103	5933	9644	male
27	1929	6482	1067	9606	8526	male
7	3655	3922	1110	4120	8573	male
22	1211	4512	1079	5085	13030	male
216	817	2872	729	9287	3723	male
14	4882	4584	589	4304	6062	male
5964	1	7	0	8	5	female
18280	6	20	4	16	40	female
9075	0	2	0	5	6	female
25948	20	50	5	41	81	female
49803	2	20	4	15	14	female
4003	0	4	2	12	5	female
11928	2	6	2	20	32	female
14990	0	7	2	12	9	female
9525	2	2	0	12	13	female
11205	4	26	4	27	36	female
18645	0	2	3	15	17	female
7491	0	2	0	2	4	female
17694	0	10	2	4	8	female
4447	0	9	0	15	34	female
21261	2	5	0	6	17	female
7086	2	6	0	18	19	female
37072	0	5	0	2	12	female
2858	2	0	0	4	2	female
13086	0	11	5	15	17	female
17154	4	28	0	12	30	female
30679	4	14	0	8	9	female
7918	5	11	4	21	23	female
15325	2	10	1	10	35	female
27924	4	5	2	8	19	female
37115	0	4	0	5	6	female
25929	8	14	2	26	30	female
44782	6	7	5	16	38	female
6551	0	3	0	0	8	female
13261	0	6	2	6	8	female
5871	2	15	1	17	31	female
23535	18	55	45	68	188	female
16714	2	4	0	2	6	female
18091	1	3	4	13	20	female
7815	0	6	0	2	12	female
23660	0	0	4	4	13	female
23	2127	2965	1218	1795	7790	male
17	1120	6092	988	4539	13054	male
100	1127	6414	1619	4732	14077	male
11787	0	8	1	6	8	female
203	0	3	0	11	16	female
15593	0	10	0	11	21	female
12722	0	17	0	26	20	female
9399	0	4	0	6	8	female
18966	2	15	4	21	21	female
22346	2	13	2	14	10	female
38068	7	12	0	15	48	female
52837	5	8	1	3	21	female
23314	0	13	4	10	8	female
21409	5	11	5	19	33	female
13444	4	22	8	25	45	female
15014	5	10	5	21	41	female
11843	4	12	2	14	33	female
24648	0	62	12	28	40	female
7191	4	9	2	14	26	female
31856	0	15	3	12	26	female
24486	4	5	0	7	12	female
27138	0	2	0	3	21	female
22848	0	8	3	8	12	female
66633	4	9	2	16	23	female
40722	2	17	0	8	14	female
10	2999	4727	1747	8428	8219	male
8	835	5639	1412	5348	6915	male
27	1265	2626	1074	5577	39288	male
40	575	3187	1382	3942	9267	male
45	1153	6410	1506	6916	13164	male
73	854	7674	1660	6370	7642	male
6	1088	4824	712	6647	5391	male
